CustomerID,Recency,Frequency,Monetary,ReviewText,Cluster,Cleaned_ReviewText,Sentiment_Compound,Sentiment_Pos,Sentiment_Neu,Sentiment_Neg,Sentiment_Label
CUST-0475,41.3,2,32.11,Completely defective. The charging unit broke after 3 days of normal use.,0,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0476,272.6,4,171.65,Do not recommend. Horrible return policy and unhelpful customer support.,0,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0477,4.2,5,143.27,Standard delivery time. Product is fine for routine everyday use.,2,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0478,44.4,8,65.64,"Acceptable performance. It functions as described, but packaging was slightly dented.",0,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0479,191.6,5,298.77,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,1,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0480,40.7,4,318.16,"A bit pricey for what it delivers, but overall decent experience.",1,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0481,54.6,2,140.66,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,0,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0482,65.4,6,373.62,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,1,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0483,33.3,8,340.37,"A bit pricey for what it delivers, but overall decent experience.",1,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0484,54.3,5,322.53,Do not recommend. Horrible return policy and unhelpful customer support.,1,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0485,48.3,5,360.15,"Acceptable performance. It functions as described, but packaging was slightly dented.",1,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0486,127.3,2,104.93,Extremely disappointed with build quality. Cheap plastic that feels fragile.,0,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0487,2.6,9,258.13,Standard delivery time. Product is fine for routine everyday use.,2,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0488,18.1,5,205.06,"Acceptable performance. It functions as described, but packaging was slightly dented.",2,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0489,165.2,2,161.3,Extremely disappointed with build quality. Cheap plastic that feels fragile.,0,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0490,121.5,2,97.31,Completely defective. The charging unit broke after 3 days of normal use.,0,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0491,33.4,3,8.0,Completely defective. The charging unit broke after 3 days of normal use.,0,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0492,53.2,5,117.8,Extremely disappointed with build quality. Cheap plastic that feels fragile.,0,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0493,17.9,1,42.36,"Acceptable performance. It functions as described, but packaging was slightly dented.",0,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0494,11.5,8,549.16,"Does the job adequately. No major complaints, but nothing exceptional.",1,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0495,34.3,5,225.42,"A bit pricey for what it delivers, but overall decent experience.",1,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0496,24.0,8,551.84,"Does the job adequately. No major complaints, but nothing exceptional.",1,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0497,48.2,7,283.7,Standard delivery time. Product is fine for routine everyday use.,1,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0498,4.5,6,87.86,"Acceptable performance. It functions as described, but packaging was slightly dented.",2,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0499,201.6,8,329.22,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,1,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0500,235.6,7,393.46,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,1,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
